"E","Sl","Sn","Sa","Cll","Cnl","Cal","Cln","Cnn","Can","Cla","Cna","Caa","Cs","Nlh","Nnh","Nah","Dl","Dn","Da","Hcn","Hcs","I","theta","Pl","Pn","Pa","Ql","Qn","Qa","Ra","I3","I2","I1","Nlh3","Nlh2","Nlh1","Nnh3","Nnh2","Nnh1","Nah3","Nah2","Nah1","Cll3","Cll2","Cll1","Cnl3","Cnl2","Cnl1","Cal3","Cal2","Cal1","Cln3","Cln2","Cln1","Cnn3","Cnn2","Cnn1","Can3","Can2","Can1","Cla3","Cla2","Cla1","Cna3","Cna2","Cna1","Caa3","Caa2","Caa1"
1383.20012009214,0.0982326231965639,0.10294090802824,0.0851748026579555,0.680815791334026,0.738619947471656,0.78724920006725,0.5485135749029,0.842991429751273,0.712871906678425,0.32796552504506,0.181342381158378,0.858472150997259,0.135603270786256,0.273490082654636,0.462608874354046,0.698970931353513,4.13653913791779,3.34521939573501,6.44532546099019,0.566017766726203,0.24751539197918,0.772397963994416,0.997723036641077,0.127406115879011,0.339001865852107,0.393402543468603,0.257452634347686,0.195308942970391,0.53593650767136,0.292037164991455,11.3171938919832,8.08959185597766,4.08959185597766,5.42782800418723,2.21406914465167,0.43508253261894,1.38402803624036,0.569154872674439,0.156339398874045,0.464961436415306,0.192554901320845,0.0658447512094941,11.9539418790378,5.55778301886792,1.35561999892594,0.478378580135557,0.252643959575168,0.105910330130762,0.159703364320196,0.0862941014473175,0.0442823305438095,2.72815253875375,1.38244454449037,0.337488596971356,3.69890349383641,1.7502289046311,0.532662835249042,0.226689173041925,0.117187618941426,0.0534906951286262,3.48475480254015,1.699432819343,0.388787789713716,0.892292810305751,0.443129377038701,0.142729766803841,1.41532659368289,0.643712574850299,0.236064347175458
1723.87622442985,0.0759032691980781,0.0724111733946582,0.092307849886667,0.570352407695027,0.809838830650318,0.284061328279553,0.223189764760202,0.0343451867138501,0.821188816625159,0.640746983078541,0.114675120924599,0.215317920244066,0.373692927415483,0.128933428379474,0.0352011424775701,0.158721957718022,4.69029744510406,3.62866823218454,3.89162124852809,0.3039797446182,0.58398319319021,0.52648556958721,0.994079739383616,0.134504024192346,0.389662581684746,0.769288222430455,0.115162732501029,0.129224370819934,0.334879713037995,0.565649482187325,10.5794567087616,7.10594227834884,3.10594227834884,4.63348918894521,1.87363822383366,0.209263355142996,0.881396543553623,0.353741375808695,0.0134484459531012,0.287219524089229,0.116379796038241,0.0153152647053666,10.3933624584223,4.73705984820207,0.714344363248214,0.319111576810071,0.16612138286024,0.01032524759637,0.105543557551767,0.0547638930314944,0.0116959715982624,2.56782280751422,1.2862333733782,0.205882352941176,2.52821760459458,1.12036757148903,0.0425696594427245,0.163249059751037,0.0783208598795625,0.0123839009287926,3.38605537451029,1.51459110790097,0.214137214137214,0.658662109589161,0.298388908952289,0.0110880110880111,0.940425531914894,0.400024076080414,0.0526680526680527
1624.08997293495,0.0458573250927002,0.103826183838197,0.055942313221359,0.156628389875405,0.797561381444335,0.246612236458575,0.725748981375247,0.305001384725561,0.481043300934369,0.864084960940061,0.850994368045358,0.469295466201846,0.167397408013139,0.487668790182099,0.167830070024822,0.941394671792863,4.47321083887866,4.22705013110109,8.28267813580989,0.50508583678361,0.206303801353835,0.104492362456163,0.936963117656017,0.170556630058987,0.512233451483957,0.400303689106234,0.347716449400571,0.245023083774466,0.674816355040862,0.789344495264339,9.31347708736849,5.41796944982465,1.41796944982465,6.60474000205063,2.71846000087884,0.769661800582966,1.03736816234919,0.42058635529251,0.0577889490106985,0.544718847019852,0.226736648722794,0.0885186436527865,14.1809935904852,6.52182428651371,2.21719839425312,0.332535216242937,0.174136617521771,0.0347292744359804,0.183785410156163,0.0989586415256807,0.0533870862745532,3.59569070981073,1.7659809183058,0.716618176780272,2.84023801504435,1.33252279635258,0.223192019950125,0.309826640787148,0.155671170444345,0.0800048489886395,4.15991554453286,2.05831002884843,0.65462578925614,0.639021708446129,0.32708648051535,0.0517484784994513,1.68167264965557,0.782084010211186,0.317569589943131
1565.32816844725,0.0743560097563432,0.0592628604468885,0.0642989443191702,0.231917917926796,0.450445586021058,0.0750961426482536,0.146359795920784,0.608191355095943,0.598449337672442,0.232380790621275,0.269737640696811,0.568391505428823,0.306448271802254,0.712223823804874,0.427925005733967,0.010394423192367,3.86350374236039,3.63528274983716,4.83295441069694,0.282143600131944,0.8524604229372,0.307825400599511,0.995367022485951,0.0798674090326622,0.317260123867568,0.660094582548859,0.336200997135964,0.281879236200879,0.543983129448502,0.0684646922938528,9.92347620179853,6.23130160239805,2.23130160239805,7.83866991180778,3.24728710506048,1.12045044635678,1.34323980674315,0.551674202889919,0.14474388791698,0.238419765230289,0.0954656136701238,0.00144219040118208,16.488016067842,7.60933798280406,3.08048923392412,0.41358785537429,0.222430021549057,0.0752124220726345,0.0736902355370991,0.0361862422544826,0.000671733077072172,3.9267343024699,2.07097383112178,0.939035598019447,3.58436797509943,1.66581064056595,0.501190599440936,0.121607435939786,0.0608434175252309,0.000569417123925872,6.04152269609757,2.91034344599901,0.838926174496644,0.951939377856946,0.460702437617193,0.147651006711409,0.787775640076957,0.342131833261214,0.00671140939597315
732.592359174196,0.062785252563103,0.161036114461591,0.192735847573761,0.640357168299379,0.00664806749531999,0.797501841010293,0.696046329660108,0.0234866137381177,0.592245693949982,0.678802733988967,0.966982182472711,0.882739662970649,0.33563235565545,0.678138616929064,0.97691425367631,0.0192213129010051,4.75404414612319,1.05914785128261,5.78242028629447,0.131508489395306,0.84864285409674,0.0388700799515937,0.953436801353415,0.163729422801812,0.463244317578191,0.315536077433523,0.511029841780268,0.334695449937518,0.384407403571121,0.800921117333546,9.11661023985478,5.15548031980638,1.15548031980637,7.6513717000252,3.16701644286795,1.06720424043574,1.98885116232334,0.82836478385286,0.328281973289064,0.241323811944431,0.0967102051190417,0.00226776939563101,15.8603592547138,7.55029123071945,2.94905520563172,0.635451195551424,0.331214312225942,0.176005293262471,0.076325284067315,0.0400716941452134,0.000958780629028869,3.41147031390154,1.80801918316347,0.78545301681984,5.09355897497666,2.40622593328199,1.05973730740086,0.10894844034384,0.0567343497968363,0.00232710407944053,5.71970237185229,2.95058198081127,1.10176991150442,1.55956191947085,0.69917765765283,0.504424778761062,0.796122387155408,0.347165564777043,0.0132743362831858
1065.95511279157,0.0538574004338494,0.103758959834549,0.0602820032396674,0.0130321540303994,0.433103183845757,0.881261434631888,0.268992900926853,0.312684109524591,0.00871110898116603,0.291873728659237,0.195085031796712,0.0847035599180963,0.161783970277105,0.1160624448366,0.174482437993865,0.626554112148471,4.24378333933705,2.68251341013174,5.40084379635001,0.779658212791011,0.480244836582616,0.835711133308243,0.996700817510023,0.104701426727687,0.299372384071705,0.363047179398456,0.551526708750659,0.447060942465177,0.97803620134489,0.725918321558236,11.5071333999247,8.34284453323297,4.34284453323297,4.56276313437712,1.84332705759019,0.189156948201494,1.04519134708079,0.423939148748908,0.0600129686701091,0.441136302896847,0.182344129812934,0.0590716061092465,10.1982780010918,4.7019450447669,0.663923776526635,0.381108061440515,0.198345110742084,0.0454250823523236,0.157185199208223,0.0852017494010644,0.0440436350137519,2.51285873425561,1.27669067477059,0.169192639369865,2.91032567912352,1.33041900362917,0.230596862904869,0.23523748671455,0.125300557036652,0.0566476539689007,3.09231274679145,1.51254033090163,0.164260717410324,0.71840146039865,0.359279314325871,0.0517867958812841,1.38001620307858,0.60400562192551,0.209166161922067
2218.41180575631,0.104408810264361,0.084515700696556,0.0622239338706058,0.218317990214564,0.674540804883698,0.379255884359591,0.509159515694017,0.316341616408899,0.365158324221615,0.787873107631924,0.348382634311682,0.00807648059586063,0.325007957219426,0.854871555930935,0.742216549026314,0.162108855279861,3.93681661329171,4.47899694010497,6.67082203256272,0.38578299350664,0.370418944900669,0.323979831590317,0.985746585537667,0.130471897704042,0.653930783932658,0.350488281577506,0.478981079135332,0.177246636132148,0.747066358580357,0.580297880669158,9.97193949477095,6.29591932636127,2.29591932636127,8.62251919984049,3.58322251421735,1.34328760109751,1.71284666165495,0.710077140709262,0.249817836670477,0.288333813387074,0.11685734859446,0.0156320412343254,17.9737177235201,8.41301640299971,3.58320834469594,0.51610910737871,0.28055903428604,0.132241332971429,0.0883703562987649,0.0452632929483062,0.00744434512147218,4.15334442939179,2.15914773039566,0.985228952571406,4.43487921785227,2.11500514756349,0.822273348191818,0.140754942752883,0.0734783500916419,0.0119695538003828,6.2522773688482,2.96743160298669,1.23438228438228,1.22996190055231,0.608229357217639,0.258041958041958,0.955220870032946,0.424861077554965,0.0692307692307692
1514.29300312738,0.0379691084364402,0.0901399637316004,0.0937846287226411,0.717988405209966,0.00871337323007174,0.795590296294773,0.578451575981686,0.460837827486219,0.77509753001458,0.532340017924784,0.381269679697463,0.629000510005048,0.11870205040155,0.58834215353732,0.894139074479928,0.959881964471424,4.53593336515181,3.59362194810604,6.54661264139281,0.292944286436774,0.784909637786075,0.582659868383082,0.935358042469337,0.115696554910294,0.503352532686261,0.35669470673375,0.0810271619615369,0.184552683698358,0.574499616041252,0.578952578949534,10.7479796051492,7.33063947353233,3.33063947353233,7.15794013368757,2.95554577158039,0.926928695148325,1.8915075515884,0.786646093537884,0.30060857538013,0.550801166311099,0.229343356990471,0.0902477601370123,15.1746222878564,7.11921255099526,2.61813796054935,0.610114379195277,0.322899266644603,0.176208118917212,0.170939014624897,0.091617510177561,0.0525213014846848,3.41712248811228,1.74416100081723,0.70526343127199,4.79958760348383,2.25455076820307,0.985263992598956,0.261521462222876,0.132123818514625,0.0642440474347565,4.61554577893495,2.34151744947603,0.777952724190588,1.15760716454999,0.598971725119132,0.265377071687751,1.68296296296296,0.767432891082999,0.331273904089438
1826.59884939612,0.0290742041980569,0.115341280928147,0.0655623682982113,0.590758805891965,0.38216135524842,0.503332275126129,0.895897066060221,0.765273277287604,0.508990362570388,0.466575522877974,0.93472743203491,0.624774924540194,0.174470668867696,0.186632967306534,0.170670141017763,0.150248270453652,3.30417229104866,2.76063267583942,3.8561745736422,0.590022550545633,0.536965720816702,0.27146700980328,0.944148510608596,0.128119902407959,0.278160344226711,0.448637222938194,0.132739833736699,0.774022314653211,0.576231532842202,0.793334603506439,9.81440102940984,6.08586803921312,2.08586803921312,4.9505481553494,2.00952063800689,0.299398689877902,1.04070808583689,0.422017751072953,0.0587384415450585,0.284431680979252,0.115185006133965,0.0145227207355301,11.0796842744384,5.09089805825243,0.958124958324998,0.37074615075553,0.199018414623029,0.0394369171771711,0.106202448402151,0.0514994225900384,0.0102518916481709,2.66372416265304,1.37848583025704,0.271379723632262,2.85502304492824,1.33603682595353,0.2165820642978,0.153582257918199,0.0767768180427424,0.012126339537507,3.47691567085887,1.69373461842075,0.275874635568513,0.734433374737292,0.341857630424183,0.0448250728862974,0.948540862617645,0.405168210628961,0.0532069970845481
1358.94341484796,0.0357468517773944,0.133018826580882,0.26685212339795,0.753887447083835,0.268273658629041,0.650326322720619,0.626230952030746,0.613301761096111,0.660018970734207,0.262748898202786,0.457044947909191,0.740207666708157,0.44748855365552,0.844852038805606,0.51988167259004,0.90771580133657,4.09828222233716,1.45780387758502,6.83649681468483,0.208747803710029,0.276948943133466,0.916855383972637,0.967980077728533,0.106138107682102,0.468521710675252,0.406333808779975,0.089284176692857,0.0889523398841858,0.759888825623522,0.75191668261889,11.7505661519179,8.66742153589055,4.66742153589055,8.5674619532368,3.5596265513872,1.32763561242018,1.45138084696589,0.59802036298538,0.175486840780302,0.533638498639731,0.221987927988456,0.0853686588990094,17.6262178530677,8.44598119023157,3.56767586821015,0.445000099302035,0.23241822346424,0.0876834707753883,0.15943304364732,0.0875108509501715,0.0433487256750132,4.09298222457785,2.23480739913091,1.10102667320417,3.88517514804778,1.7454181784352,0.58503709064592,0.266970676651895,0.147732586149867,0.0721167515314431,5.54094926626355,2.71506285957619,1.22123308499316,0.928051006136285,0.46126216973338,0.145527342760124,1.61102641026902,0.746822690638562,0.299528660483503
